año,municipio,poblacion,pct_poverty,median_hh_income,pct_unemployment,pct_bachelors_plus,median_age,area_km2,densidad_pob_km2,fuente
1959,Canóvanas,,,,,,,77.5,,estimado_poblacion
1960,Canóvanas,,,,,,,77.5,,estimado_poblacion
1961,Canóvanas,,,,,,,77.5,,estimado_poblacion
1962,Canóvanas,,,,,,,77.5,,estimado_poblacion
1963,Canóvanas,,,,,,,77.5,,estimado_poblacion
1964,Canóvanas,,,,,,,77.5,,estimado_poblacion
1965,Canóvanas,,,,,,,77.5,,estimado_poblacion
1966,Canóvanas,,,,,,,77.5,,estimado_poblacion
1967,Canóvanas,,,,,,,77.5,,estimado_poblacion
1968,Canóvanas,,,,,,,77.5,,estimado_poblacion
1969,Canóvanas,,,,,,,77.5,,estimado_poblacion
1970,Canóvanas,,62.0,2400.0,16.0,5.0,27.0,77.5,,censo_decenal
1971,Canóvanas,,61.4,2760.0,15.9,5.4,27.3,77.5,,estimado_anual
1972,Canóvanas,,60.8,3120.0,15.8,5.8,27.6,77.5,,estimado_anual
1973,Canóvanas,,60.2,3480.0,15.7,6.2,27.9,77.5,,estimado_anual
1974,Canóvanas,,59.6,3840.0,15.6,6.6,28.2,77.5,,estimado_anual
1975,Canóvanas,,59.0,4200.0,15.5,7.0,28.5,77.5,,estimado_anual
1976,Canóvanas,,58.4,4560.0,15.4,7.4,28.8,77.5,,estimado_anual
1977,Canóvanas,,57.8,4920.0,15.3,7.8,29.1,77.5,,estimado_anual
1978,Canóvanas,,57.2,5280.0,15.2,8.2,29.4,77.5,,estimado_anual
1979,Canóvanas,,56.6,5640.0,15.1,8.6,29.7,77.5,,estimado_anual
1980,Canóvanas,31981.0,56.0,6000.0,15.0,9.0,30.0,77.5,412.7,censo_decenal
1981,Canóvanas,32393.0,55.6,6440.0,14.8,9.3,30.3,77.5,418.0,estimado_anual
1982,Canóvanas,32822.0,55.2,6880.0,14.6,9.6,30.6,77.5,423.5,estimado_anual
1983,Canóvanas,33271.0,54.8,7320.0,14.4,9.9,30.9,77.5,429.3,estimado_anual
1984,Canóvanas,33741.0,54.4,7760.0,14.2,10.2,31.2,77.5,435.4,estimado_anual
1985,Canóvanas,34225.0,54.0,8200.0,14.0,10.5,31.5,77.5,441.6,estimado_anual
1986,Canóvanas,34728.0,53.6,8640.0,13.8,10.8,31.8,77.5,448.1,estimado_anual
1987,Canóvanas,35255.0,53.2,9080.0,13.6,11.1,32.1,77.5,454.9,estimado_anual
1988,Canóvanas,35804.0,52.8,9520.0,13.4,11.4,32.4,77.5,462.0,estimado_anual
1989,Canóvanas,36371.0,52.4,9960.0,13.2,11.7,32.7,77.5,469.3,estimado_anual
1990,Canóvanas,36956.0,52.0,10400.0,13.0,12.0,33.0,77.5,476.9,censo_decenal
1991,Canóvanas,37534.0,51.7,11180.0,12.9,12.3,33.3,77.5,484.3,estimado_anual
1992,Canóvanas,38126.0,51.4,11960.0,12.8,12.6,33.6,77.5,491.9,estimado_anual
1993,Canóvanas,38733.0,51.1,12740.0,12.7,12.9,33.9,77.5,499.8,estimado_anual
1994,Canóvanas,39359.0,50.8,13520.0,12.6,13.2,34.2,77.5,507.9,estimado_anual
1995,Canóvanas,40007.0,50.5,14300.0,12.5,13.5,34.5,77.5,516.2,estimado_anual
1996,Canóvanas,40672.0,50.2,15080.0,12.4,13.8,34.8,77.5,524.8,estimado_anual
1997,Canóvanas,41352.0,49.9,15860.0,12.3,14.1,35.1,77.5,533.6,estimado_anual
1998,Canóvanas,42053.0,49.6,16640.0,12.2,14.4,35.4,77.5,542.6,estimado_anual
1999,Canóvanas,42779.0,49.3,17420.0,12.1,14.7,35.7,77.5,552.0,estimado_anual
2000,Canóvanas,43542.0,49.0,18200.0,12.0,15.0,36.0,77.5,561.8,censo_decenal
2001,Canóvanas,44186.0,47.9,18260.0,12.0,15.2,36.1,77.5,570.1,estimado_anual
2002,Canóvanas,44763.0,46.8,18320.0,12.0,15.4,36.2,77.5,577.6,estimado_anual
2003,Canóvanas,45321.0,45.7,18380.0,12.0,15.6,36.3,77.5,584.8,estimado_anual
2004,Canóvanas,45875.0,44.6,18440.0,12.0,15.8,36.4,77.5,591.9,estimado_anual
2005,Canóvanas,46340.0,43.5,18500.0,12.0,16.0,36.5,77.5,597.9,estimado_anual
2006,Canóvanas,46673.0,42.4,18560.0,12.0,16.2,36.6,77.5,602.2,estimado_anual
2007,Canóvanas,46904.0,41.3,18620.0,12.0,16.4,36.7,77.5,605.2,estimado_anual
2008,Canóvanas,47165.0,40.2,18680.0,12.0,16.6,36.8,77.5,608.6,estimado_anual
2009,Canóvanas,47428.0,39.1,18740.0,12.0,16.8,36.9,77.5,612.0,estimado_anual
2010,Canóvanas,47628.0,38.0,18800.0,12.0,17.0,37.0,77.5,614.6,censo_decenal
2011,Canóvanas,47377.0,38.0,18810.2,12.0,17.1,37.1,77.5,611.3,estimado_anual
2012,Canóvanas,47133.0,38.0,18820.4,12.0,17.2,37.2,77.5,608.2,estimado_anual
2013,Canóvanas,46804.0,38.0,18830.6,12.0,17.3,37.3,77.5,603.9,estimado_anual
2014,Canóvanas,46307.0,38.0,18840.8,12.0,17.4,37.4,77.5,597.5,estimado_anual
2015,Canóvanas,45699.0,38.0,18851.0,12.0,17.5,37.5,77.5,589.7,estimado_anual
2016,Canóvanas,44959.0,38.0,18861.2,12.0,17.6,37.6,77.5,580.1,estimado_anual
2017,Canóvanas,44034.0,38.0,18871.4,12.0,17.7,37.7,77.5,568.2,estimado_anual
2018,Canóvanas,42377.0,38.0,18881.6,12.0,17.8,37.8,77.5,546.8,estimado_anual
2019,Canóvanas,42552.0,38.0,18891.8,12.0,17.9,37.9,77.5,549.1,estimado_anual
2020,Canóvanas,42336.0,38.0,18902.0,12.0,18.0,38.0,77.5,546.3,censo_decenal
2021,Canóvanas,42138.0,38.0,18912.2,12.0,18.1,38.1,77.5,543.7,estimado_anual
2022,Canóvanas,41604.0,38.0,18922.4,12.0,18.2,38.2,77.5,536.8,estimado_anual
2023,Canóvanas,41463.0,38.0,18932.6,12.0,18.3,38.3,77.5,535.0,estimado_anual
2024,Canóvanas,41466.0,38.0,18942.8,12.0,18.4,38.4,77.5,535.0,estimado_anual
2025,Canóvanas,41302.0,38.0,18953.0,12.0,18.5,38.5,77.5,532.9,estimado_anual
1950,Carolina,29513.0,,,,,,118.2,249.7,estimado_poblacion
1951,Carolina,30684.0,,,,,,118.2,259.6,estimado_poblacion
1952,Carolina,31856.0,,,,,,118.2,269.5,estimado_poblacion
1953,Carolina,33029.0,,,,,,118.2,279.4,estimado_poblacion
1954,Carolina,34195.0,,,,,,118.2,289.3,estimado_poblacion
1955,Carolina,35361.0,,,,,,118.2,299.2,estimado_poblacion
1956,Carolina,36533.0,,,,,,118.2,309.1,estimado_poblacion
1957,Carolina,37703.0,,,,,,118.2,319.0,estimado_poblacion
1958,Carolina,38873.0,,,,,,118.2,328.9,estimado_poblacion
1959,Carolina,40044.0,,,,,,118.2,338.8,estimado_poblacion
1960,Carolina,42587.0,,,,,,118.2,360.3,estimado_poblacion
1961,Carolina,49254.0,,,,,,118.2,416.7,estimado_poblacion
1962,Carolina,55920.0,,,,,,118.2,473.1,estimado_poblacion
1963,Carolina,62590.0,,,,,,118.2,529.5,estimado_poblacion
1964,Carolina,69275.0,,,,,,118.2,586.1,estimado_poblacion
1965,Carolina,75946.0,,,,,,118.2,642.5,estimado_poblacion
1966,Carolina,82616.0,,,,,,118.2,699.0,estimado_poblacion
1967,Carolina,89278.0,,,,,,118.2,755.3,estimado_poblacion
1968,Carolina,95970.0,,,,,,118.2,811.9,estimado_poblacion
1969,Carolina,102636.0,,,,,,118.2,868.3,estimado_poblacion
1970,Carolina,109095.0,53.0,3000.0,13.0,10.0,27.0,118.2,923.0,censo_decenal
1971,Carolina,114921.0,52.4,3450.0,12.9,10.8,27.3,118.2,972.3,estimado_anual
1972,Carolina,120765.0,51.8,3900.0,12.8,11.6,27.6,118.2,1021.7,estimado_anual
1973,Carolina,126591.0,51.2,4350.0,12.7,12.4,27.9,118.2,1071.0,estimado_anual
1974,Carolina,132418.0,50.6,4800.0,12.6,13.2,28.2,118.2,1120.3,estimado_anual
1975,Carolina,138240.0,50.0,5250.0,12.5,14.0,28.5,118.2,1169.5,estimado_anual
1976,Carolina,144085.0,49.4,5700.0,12.4,14.8,28.8,118.2,1219.0,estimado_anual
1977,Carolina,149913.0,48.8,6150.0,12.3,15.6,29.1,118.2,1268.3,estimado_anual
1978,Carolina,155741.0,48.2,6600.0,12.2,16.4,29.4,118.2,1317.6,estimado_anual
1979,Carolina,161565.0,47.6,7050.0,12.1,17.2,29.7,118.2,1366.9,estimado_anual
1980,Carolina,166153.0,47.0,7500.0,12.0,18.0,30.0,118.2,1405.7,censo_decenal
1981,Carolina,166991.0,46.5,8000.0,11.8,18.5,30.3,118.2,1412.8,estimado_anual
1982,Carolina,167904.0,46.0,8500.0,11.6,19.0,30.6,118.2,1420.5,estimado_anual
1983,Carolina,168897.0,45.5,9000.0,11.4,19.5,30.9,118.2,1428.9,estimado_anual
1984,Carolina,169969.0,45.0,9500.0,11.2,20.0,31.2,118.2,1438.0,estimado_anual
1985,Carolina,171123.0,44.5,10000.0,11.0,20.5,31.5,118.2,1447.7,estimado_anual
1986,Carolina,172364.0,44.0,10500.0,10.8,21.0,31.8,118.2,1458.2,estimado_anual
1987,Carolina,173692.0,43.5,11000.0,10.6,21.5,32.1,118.2,1469.5,estimado_anual
1988,Carolina,175105.0,43.0,11500.0,10.4,22.0,32.4,118.2,1481.4,estimado_anual
1989,Carolina,176614.0,42.5,12000.0,10.2,22.5,32.7,118.2,1494.2,estimado_anual
1990,Carolina,177942.0,42.0,12500.0,10.0,23.0,33.0,118.2,1505.4,censo_decenal
1991,Carolina,178525.0,41.8,13800.0,10.0,23.5,33.6,118.2,1510.4,estimado_anual
1992,Carolina,179164.0,41.6,15100.0,10.0,24.0,34.2,118.2,1515.8,estimado_anual
1993,Carolina,179856.0,41.4,16400.0,10.0,24.5,34.8,118.2,1521.6,estimado_anual
1994,Carolina,180604.0,41.2,17700.0,10.0,25.0,35.4,118.2,1528.0,estimado_anual
1995,Carolina,181411.0,41.0,19000.0,10.0,25.5,36.0,118.2,1534.8,estimado_anual
1996,Carolina,182277.0,40.8,20300.0,10.0,26.0,36.6,118.2,1542.1,estimado_anual
1997,Carolina,183202.0,40.6,21600.0,10.0,26.5,37.2,118.2,1549.9,estimado_anual
1998,Carolina,184191.0,40.4,22900.0,10.0,27.0,37.8,118.2,1558.3,estimado_anual
1999,Carolina,185245.0,40.2,24200.0,10.0,27.5,38.4,118.2,1567.2,estimado_anual
2000,Carolina,185522.0,40.0,25500.0,10.0,28.0,39.0,118.2,1569.6,censo_decenal
2001,Carolina,185452.0,40.0,25600.0,10.0,28.4,39.2,118.2,1569.0,estimado_anual
2002,Carolina,185178.0,40.0,25700.0,10.0,28.8,39.4,118.2,1566.6,estimado_anual
2003,Carolina,184790.0,40.0,25800.0,10.0,29.2,39.6,118.2,1563.4,estimado_anual
2004,Carolina,184329.0,40.0,25900.0,10.0,29.6,39.8,118.2,1559.5,estimado_anual
2005,Carolina,183603.0,40.0,26000.0,10.0,30.0,40.0,118.2,1553.3,estimado_anual
2006,Carolina,182346.0,40.0,26100.0,10.0,30.4,40.2,118.2,1542.7,estimado_anual
2007,Carolina,180770.0,40.0,26200.0,10.0,30.8,40.4,118.2,1529.4,estimado_anual
2008,Carolina,179239.0,40.0,26300.0,10.0,31.2,40.6,118.2,1516.4,estimado_anual
2009,Carolina,177791.0,40.0,26400.0,10.0,31.6,40.8,118.2,1504.2,estimado_anual
2010,Carolina,176658.0,40.0,26500.0,10.0,32.0,41.0,118.2,1494.6,censo_decenal
2011,Carolina,175013.0,40.2,26528.1,10.0,32.2,41.2,118.2,1480.7,estimado_anual
2012,Carolina,173223.0,40.4,26556.2,10.0,32.4,41.4,118.2,1465.5,estimado_anual
2013,Carolina,171546.0,40.6,26584.3,10.0,32.6,41.6,118.2,1451.3,estimado_anual
2014,Carolina,169277.0,40.8,26612.4,10.0,32.8,41.8,118.2,1432.1,estimado_anual
2015,Carolina,166770.0,41.0,26640.5,10.0,33.0,42.0,118.2,1410.9,estimado_anual
2016,Carolina,164166.0,41.2,26668.6,10.0,33.2,42.2,118.2,1388.9,estimado_anual
2017,Carolina,160905.0,41.4,26696.7,10.0,33.4,42.4,118.2,1361.3,estimado_anual
2018,Carolina,155221.0,41.6,26724.8,10.0,33.6,42.6,118.2,1313.2,estimado_anual
2019,Carolina,155634.0,41.8,26752.9,10.0,33.8,42.8,118.2,1316.7,estimado_anual
2020,Carolina,154550.0,42.0,26781.0,10.0,34.0,43.0,118.2,1307.5,censo_decenal
2021,Carolina,153510.0,42.2,26809.1,10.0,34.2,43.2,118.2,1298.7,estimado_anual
2022,Carolina,151505.0,42.4,26837.2,10.0,34.4,43.4,118.2,1281.8,estimado_anual
2023,Carolina,150804.0,42.6,26865.3,10.0,34.6,43.6,118.2,1275.8,estimado_anual
2024,Carolina,150708.0,42.8,26893.4,10.0,34.8,43.8,118.2,1275.0,estimado_anual
2025,Carolina,149874.0,43.0,26921.5,10.0,35.0,44.0,118.2,1268.0,estimado_anual
1950,Cataño,20002.0,,,,,,12.5,1600.2,estimado_poblacion
1951,Cataño,20532.0,,,,,,12.5,1642.6,estimado_poblacion
1952,Cataño,21066.0,,,,,,12.5,1685.3,estimado_poblacion
1953,Cataño,21601.0,,,,,,12.5,1728.1,estimado_poblacion
1954,Cataño,22135.0,,,,,,12.5,1770.8,estimado_poblacion
1955,Cataño,22671.0,,,,,,12.5,1813.7,estimado_poblacion
1956,Cataño,23203.0,,,,,,12.5,1856.2,estimado_poblacion
1957,Cataño,23739.0,,,,,,12.5,1899.1,estimado_poblacion
1958,Cataño,24271.0,,,,,,12.5,1941.7,estimado_poblacion
1959,Cataño,24806.0,,,,,,12.5,1984.5,estimado_poblacion
1960,Cataño,25240.0,,,,,,12.5,2019.2,estimado_poblacion
1961,Cataño,25366.0,,,,,,12.5,2029.3,estimado_poblacion
1962,Cataño,25491.0,,,,,,12.5,2039.3,estimado_poblacion
1963,Cataño,25616.0,,,,,,12.5,2049.3,estimado_poblacion
1964,Cataño,25738.0,,,,,,12.5,2059.0,estimado_poblacion
1965,Cataño,25867.0,,,,,,12.5,2069.4,estimado_poblacion
1966,Cataño,25989.0,,,,,,12.5,2079.1,estimado_poblacion
1967,Cataño,26113.0,,,,,,12.5,2089.0,estimado_poblacion
1968,Cataño,26243.0,,,,,,12.5,2099.4,estimado_poblacion
1969,Cataño,26364.0,,,,,,12.5,2109.1,estimado_poblacion
1970,Cataño,26455.0,63.0,2400.0,17.0,6.0,27.0,12.5,2116.4,censo_decenal
1971,Cataño,26433.0,62.4,2750.0,16.9,6.4,27.3,12.5,2114.6,estimado_anual
1972,Cataño,26412.0,61.8,3100.0,16.8,6.8,27.6,12.5,2113.0,estimado_anual
1973,Cataño,26385.0,61.2,3450.0,16.7,7.2,27.9,12.5,2110.8,estimado_anual
1974,Cataño,26366.0,60.6,3800.0,16.6,7.6,28.2,12.5,2109.3,estimado_anual
1975,Cataño,26343.0,60.0,4150.0,16.5,8.0,28.5,12.5,2107.4,estimado_anual
1976,Cataño,26323.0,59.4,4500.0,16.4,8.4,28.8,12.5,2105.8,estimado_anual
1977,Cataño,26303.0,58.8,4850.0,16.3,8.8,29.1,12.5,2104.2,estimado_anual
1978,Cataño,26281.0,58.2,5200.0,16.2,9.2,29.4,12.5,2102.5,estimado_anual
1979,Cataño,26259.0,57.6,5550.0,16.1,9.6,29.7,12.5,2100.7,estimado_anual
1980,Cataño,26412.0,57.0,5900.0,16.0,10.0,30.0,12.5,2113.0,censo_decenal
1981,Cataño,27111.0,56.5,6320.0,15.9,10.4,30.3,12.5,2168.9,estimado_anual
1982,Cataño,27835.0,56.0,6740.0,15.8,10.8,30.6,12.5,2226.8,estimado_anual
1983,Cataño,28591.0,55.5,7160.0,15.7,11.2,30.9,12.5,2287.3,estimado_anual
1984,Cataño,29378.0,55.0,7580.0,15.6,11.6,31.2,12.5,2350.2,estimado_anual
1985,Cataño,30197.0,54.5,8000.0,15.5,12.0,31.5,12.5,2415.8,estimado_anual
1986,Cataño,31052.0,54.0,8420.0,15.4,12.4,31.8,12.5,2484.2,estimado_anual
1987,Cataño,31942.0,53.5,8840.0,15.3,12.8,32.1,12.5,2555.4,estimado_anual
1988,Cataño,32868.0,53.0,9260.0,15.2,13.2,32.4,12.5,2629.4,estimado_anual
1989,Cataño,33834.0,52.5,9680.0,15.1,13.6,32.7,12.5,2706.7,estimado_anual
1990,Cataño,34446.0,52.0,10100.0,15.0,14.0,33.0,12.5,2755.7,censo_decenal
1991,Cataño,33894.0,51.8,10740.0,14.9,14.3,33.4,12.5,2711.5,estimado_anual
1992,Cataño,33370.0,51.6,11380.0,14.8,14.6,33.8,12.5,2669.6,estimado_anual
1993,Cataño,32868.0,51.4,12020.0,14.7,14.9,34.2,12.5,2629.4,estimado_anual
1994,Cataño,32390.0,51.2,12660.0,14.6,15.2,34.6,12.5,2591.2,estimado_anual
1995,Cataño,31935.0,51.0,13300.0,14.5,15.5,35.0,12.5,2554.8,estimado_anual
1996,Cataño,31503.0,50.8,13940.0,14.4,15.8,35.4,12.5,2520.2,estimado_anual
1997,Cataño,31094.0,50.6,14580.0,14.3,16.1,35.8,12.5,2487.5,estimado_anual
1998,Cataño,30706.0,50.4,15220.0,14.2,16.4,36.2,12.5,2456.5,estimado_anual
1999,Cataño,30336.0,50.2,15860.0,14.1,16.7,36.6,12.5,2426.9,estimado_anual
2000,Cataño,30058.0,50.0,16500.0,14.0,17.0,37.0,12.5,2404.6,censo_decenal
2001,Cataño,30020.0,48.8,16550.0,14.1,17.2,37.1,12.5,2401.6,estimado_anual
2002,Cataño,29931.0,47.6,16600.0,14.2,17.4,37.2,12.5,2394.5,estimado_anual
2003,Cataño,29825.0,46.4,16650.0,14.3,17.6,37.3,12.5,2386.0,estimado_anual
2004,Cataño,29713.0,45.2,16700.0,14.4,17.8,37.4,12.5,2377.0,estimado_anual
2005,Cataño,29511.0,44.0,16750.0,14.5,18.0,37.5,12.5,2360.9,estimado_anual
2006,Cataño,29260.0,42.8,16800.0,14.6,18.2,37.6,12.5,2340.8,estimado_anual
2007,Cataño,28945.0,41.6,16850.0,14.7,18.4,37.7,12.5,2315.6,estimado_anual
2008,Cataño,28647.0,40.4,16900.0,14.8,18.6,37.8,12.5,2291.8,estimado_anual
2009,Cataño,28358.0,39.2,16950.0,14.9,18.8,37.9,12.5,2268.6,estimado_anual
2010,Cataño,28099.0,38.0,17000.0,15.0,19.0,38.0,12.5,2247.9,censo_decenal
2011,Cataño,27678.0,38.1,17012.3,15.0,19.1,38.1,12.5,2214.2,estimado_anual
2012,Cataño,27259.0,38.2,17024.6,15.0,19.2,38.2,12.5,2180.7,estimado_anual
2013,Cataño,26878.0,38.3,17036.9,15.0,19.3,38.3,12.5,2150.2,estimado_anual
2014,Cataño,26362.0,38.4,17049.2,15.0,19.4,38.4,12.5,2109.0,estimado_anual
2015,Cataño,25784.0,38.5,17061.5,15.0,19.5,38.5,12.5,2062.7,estimado_anual
2016,Cataño,25230.0,38.6,17073.8,15.0,19.6,38.6,12.5,2018.4,estimado_anual
2017,Cataño,24532.0,38.7,17086.1,15.0,19.7,38.7,12.5,1962.6,estimado_anual
2018,Cataño,23474.0,38.8,17098.4,15.0,19.8,38.8,12.5,1877.9,estimado_anual
2019,Cataño,23382.0,38.9,17110.7,15.0,19.9,38.9,12.5,1870.6,estimado_anual
2020,Cataño,23132.0,39.0,17123.0,15.0,20.0,39.0,12.5,1850.6,censo_decenal
2021,Cataño,22819.0,39.1,17135.3,15.0,20.1,39.1,12.5,1825.5,estimado_anual
2022,Cataño,22328.0,39.2,17147.6,15.0,20.2,39.2,12.5,1786.2,estimado_anual
2023,Cataño,22069.0,39.3,17159.9,15.0,20.3,39.3,12.5,1765.5,estimado_anual
2024,Cataño,21924.0,39.4,17172.2,15.0,20.4,39.4,12.5,1753.9,estimado_anual
2025,Cataño,21701.0,39.5,17184.5,15.0,20.5,39.5,12.5,1736.1,estimado_anual
1950,Cayey,36690.0,,,,,,133.9,274.0,estimado_poblacion
1951,Cayey,36830.0,,,,,,133.9,275.1,estimado_poblacion
1952,Cayey,36973.0,,,,,,133.9,276.1,estimado_poblacion
1953,Cayey,37113.0,,,,,,133.9,277.2,estimado_poblacion
1954,Cayey,37254.0,,,,,,133.9,278.2,estimado_poblacion
1955,Cayey,37396.0,,,,,,133.9,279.3,estimado_poblacion
1956,Cayey,37532.0,,,,,,133.9,280.3,estimado_poblacion
1957,Cayey,37675.0,,,,,,133.9,281.4,estimado_poblacion
1958,Cayey,37812.0,,,,,,133.9,282.4,estimado_poblacion
1959,Cayey,37957.0,,,,,,133.9,283.5,estimado_poblacion
1960,Cayey,38069.0,,,,,,133.9,284.3,estimado_poblacion
1961,Cayey,38106.0,,,,,,133.9,284.6,estimado_poblacion
1962,Cayey,38146.0,,,,,,133.9,284.9,estimado_poblacion
1963,Cayey,38181.0,,,,,,133.9,285.1,estimado_poblacion
1964,Cayey,38219.0,,,,,,133.9,285.4,estimado_poblacion
1965,Cayey,38257.0,,,,,,133.9,285.7,estimado_poblacion
1966,Cayey,38292.0,,,,,,133.9,286.0,estimado_poblacion
1967,Cayey,38329.0,,,,,,133.9,286.3,estimado_poblacion
1968,Cayey,38368.0,,,,,,133.9,286.5,estimado_poblacion
1969,Cayey,38404.0,,,,,,133.9,286.8,estimado_poblacion
1970,Cayey,38500.0,63.0,2300.0,16.0,6.0,29.0,133.9,287.5,censo_decenal
1971,Cayey,38762.0,62.5,2640.0,16.0,6.5,29.3,133.9,289.5,estimado_anual
1972,Cayey,39031.0,62.0,2980.0,16.0,7.0,29.6,133.9,291.5,estimado_anual
1973,Cayey,39299.0,61.5,3320.0,16.0,7.5,29.9,133.9,293.5,estimado_anual
1974,Cayey,39565.0,61.0,3660.0,16.0,8.0,30.2,133.9,295.5,estimado_anual
1975,Cayey,39832.0,60.5,4000.0,16.0,8.5,30.5,133.9,297.5,estimado_anual
1976,Cayey,40097.0,60.0,4340.0,16.0,9.0,30.8,133.9,299.5,estimado_anual
1977,Cayey,40364.0,59.5,4680.0,16.0,9.5,31.1,133.9,301.4,estimado_anual
1978,Cayey,40635.0,59.0,5020.0,16.0,10.0,31.4,133.9,303.5,estimado_anual
1979,Cayey,40898.0,58.5,5360.0,16.0,10.5,31.7,133.9,305.4,estimado_anual
1980,Cayey,41214.0,58.0,5700.0,16.0,11.0,32.0,133.9,307.8,censo_decenal
1981,Cayey,41691.0,57.5,6120.0,15.8,11.4,32.4,133.9,311.4,estimado_anual
1982,Cayey,42179.0,57.0,6540.0,15.6,11.8,32.8,133.9,315.0,estimado_anual
1983,Cayey,42685.0,56.5,6960.0,15.4,12.2,33.2,133.9,318.8,estimado_anual
1984,Cayey,43208.0,56.0,7380.0,15.2,12.6,33.6,133.9,322.7,estimado_anual
1985,Cayey,43749.0,55.5,7800.0,15.0,13.0,34.0,133.9,326.7,estimado_anual
1986,Cayey,44306.0,55.0,8220.0,14.8,13.4,34.4,133.9,330.9,estimado_anual
1987,Cayey,44879.0,54.5,8640.0,14.6,13.8,34.8,133.9,335.2,estimado_anual
1988,Cayey,45472.0,54.0,9060.0,14.4,14.2,35.2,133.9,339.6,estimado_anual
1989,Cayey,46081.0,53.5,9480.0,14.2,14.6,35.6,133.9,344.1,estimado_anual
1990,Cayey,46556.0,53.0,9900.0,14.0,15.0,36.0,133.9,347.7,censo_decenal
1991,Cayey,46575.0,52.8,10720.0,13.8,15.5,36.4,133.9,347.8,estimado_anual
1992,Cayey,46610.0,52.6,11540.0,13.6,16.0,36.8,133.9,348.1,estimado_anual
1993,Cayey,46654.0,52.4,12360.0,13.4,16.5,37.2,133.9,348.4,estimado_anual
1994,Cayey,46718.0,52.2,13180.0,13.2,17.0,37.6,133.9,348.9,estimado_anual
1995,Cayey,46793.0,52.0,14000.0,13.0,17.5,38.0,133.9,349.5,estimado_anual
1996,Cayey,46883.0,51.8,14820.0,12.8,18.0,38.4,133.9,350.1,estimado_anual
1997,Cayey,46995.0,51.6,15640.0,12.6,18.5,38.8,133.9,351.0,estimado_anual
1998,Cayey,47116.0,51.4,16460.0,12.4,19.0,39.2,133.9,351.9,estimado_anual
1999,Cayey,47256.0,51.2,17280.0,12.2,19.5,39.6,133.9,352.9,estimado_anual
2000,Cayey,47435.0,51.0,18100.0,12.0,20.0,40.0,133.9,354.3,censo_decenal
2001,Cayey,47705.0,50.0,18150.0,12.1,20.3,40.2,133.9,356.3,estimado_anual
2002,Cayey,47953.0,49.0,18200.0,12.2,20.6,40.4,133.9,358.1,estimado_anual
2003,Cayey,48165.0,48.0,18250.0,12.3,20.9,40.6,133.9,359.7,estimado_anual
2004,Cayey,48356.0,47.0,18300.0,12.4,21.2,40.8,133.9,361.1,estimado_anual
2005,Cayey,48464.0,46.0,18350.0,12.5,21.5,41.0,133.9,361.9,estimado_anual
2006,Cayey,48445.0,45.0,18400.0,12.6,21.8,41.2,133.9,361.8,estimado_anual
2007,Cayey,48345.0,44.0,18450.0,12.7,22.1,41.4,133.9,361.1,estimado_anual
2008,Cayey,48248.0,43.0,18500.0,12.8,22.4,41.6,133.9,360.3,estimado_anual
2009,Cayey,48165.0,42.0,18550.0,12.9,22.7,41.8,133.9,359.7,estimado_anual
2010,Cayey,48096.0,41.0,18600.0,13.0,23.0,42.0,133.9,359.2,censo_decenal
2011,Cayey,47598.0,41.2,18614.3,13.0,23.2,42.1,133.9,355.5,estimado_anual
2012,Cayey,47094.0,41.4,18628.6,13.0,23.4,42.2,133.9,351.7,estimado_anual
2013,Cayey,46581.0,41.6,18642.9,13.0,23.6,42.3,133.9,347.9,estimado_anual
2014,Cayey,45880.0,41.8,18657.2,13.0,23.8,42.4,133.9,342.6,estimado_anual
2015,Cayey,45167.0,42.0,18671.5,13.0,24.0,42.5,133.9,337.3,estimado_anual
2016,Cayey,44453.0,42.2,18685.8,13.0,24.2,42.6,133.9,332.0,estimado_anual
2017,Cayey,43477.0,42.4,18700.1,13.0,24.4,42.7,133.9,324.7,estimado_anual
2018,Cayey,41845.0,42.6,18714.4,13.0,24.6,42.8,133.9,312.5,estimado_anual
2019,Cayey,41895.0,42.8,18728.7,13.0,24.8,42.9,133.9,312.9,estimado_anual
2020,Cayey,41584.0,43.0,18743.0,13.0,25.0,43.0,133.9,310.6,censo_decenal
2021,Cayey,41296.0,43.2,18757.3,13.0,25.2,43.1,133.9,308.4,estimado_anual
2022,Cayey,40757.0,43.4,18771.6,13.0,25.4,43.2,133.9,304.4,estimado_anual
2023,Cayey,40482.0,43.6,18785.9,13.0,25.6,43.3,133.9,302.3,estimado_anual
2024,Cayey,40341.0,43.8,18800.2,13.0,25.8,43.4,133.9,301.3,estimado_anual
2025,Cayey,40027.0,44.0,18814.5,13.0,26.0,43.5,133.9,298.9,estimado_anual
1950,Ceiba,9197.0,,,,,,77.4,118.8,estimado_poblacion
1951,Ceiba,9182.0,,,,,,77.4,118.6,estimado_poblacion
1952,Ceiba,9171.0,,,,,,77.4,118.5,estimado_poblacion
1953,Ceiba,9156.0,,,,,,77.4,118.3,estimado_poblacion
1954,Ceiba,9146.0,,,,,,77.4,118.2,estimado_poblacion
1955,Ceiba,9134.0,,,,,,77.4,118.0,estimado_poblacion
1956,Ceiba,9119.0,,,,,,77.4,117.8,estimado_poblacion
1957,Ceiba,9108.0,,,,,,77.4,117.7,estimado_poblacion
1958,Ceiba,9096.0,,,,,,77.4,117.5,estimado_poblacion
